ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P00749,Urokinase-type plasminogen activator,PLAU,1834524,X02419,P00749,UROK_HUMAN,,PLAU,PLAU,HGNC:9052,Human,DB00013
P10696,"Alkaline phosphatase, placental-like",ALPPL2,178428,J03252,P10696,PPBN_HUMAN,,ALPPL2,ALPPL2,HGNC:441,Human,DB01143
O43526,Potassium voltage-gated channel subfamily KQT member 2,KCNQ2,1841342,D82346,O43526,KCNQ2_HUMAN,,KCNQ2,KCNQ2,HGNC:6296,Human,DB00586
O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,31322,X16863,O75015,FCG3B_HUMAN,,FCGR3B,FCGR3B,HGNC:3620,Human,DB00028
P30044,"Peroxiredoxin-5, mitochondrial",PRDX5,6523289,AJ249483,P30044,PRDX5_HUMAN,,PRDX5,PRDX5,HGNC:9355,Human,DB00995
P51681,C-C chemokine receptor type 5,CCR5,1262811,X91492,P51681,CCR5_HUMAN,,CCR5,CCR5,HGNC:1606,Human,DB04835
P08581,Hepatocyte growth factor receptor,MET,307196,J02958,P08581,MET_HUMAN,,MET,MET,HGNC:7029,Human,DB08865; DB08875
P05231,Interleukin-6,IL6,32674,X04430,P05231,IL6_HUMAN,,IL6,IL6,HGNC:6018,Human,DB09036
P61073,C-X-C chemokine receptor type 4,CXCR4,189314,L01639,P61073,CXCR4_HUMAN,,CXCR4,CXCR4,HGNC:2561,Human,DB06809
P03956,Interstitial collagenase,MMP1,30126,X54925,P03956,MMP1_HUMAN,,MMP1,MMP1,HGNC:7155,Human,DB00786
P28482,Mitogen-activated protein kinase 1,MAPK1,182191,M84489,P28482,MK01_HUMAN,,MAPK1,MAPK1,HGNC:6871,Human,DB01169
P29274,Adenosine receptor A2a,ADORA2A,177892,M97370,P29274,AA2AR_HUMAN,,ADORA2A,ADORA2A,HGNC:263,Human,DB00201; DB00277; DB00640; DB00651; DB00806; DB01303; DB01412; DB06213
P25116,Proteinase-activated receptor 1,F2R,339677,M62424,P25116,PAR1_HUMAN,,F2R,F2R,HGNC:3537,Human,DB09030
P07225,Vitamin K-dependent protein S,PROS1,190289,M15036,P07225,PROS_HUMAN,,PROS1,PROS1,HGNC:9456,Human,DB00464
P01579,Interferon gamma,IFNG,32692,X13274,P01579,IFNG_HUMAN,,IFNG,IFNG,HGNC:5438,Human,DB01250
P50406,5-hydroxytryptamine receptor 6,HTR6,1162924,L41147,P50406,5HT6R_HUMAN,,HTR6,HTR6,HGNC:5301,Human,DB06144
P01133,Pro-epidermal growth factor,EGF,31121,X04571,P01133,EGF_HUMAN,,EGF,EGF,HGNC:3229,Human,DB00364
O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2,3511138,AF061056,O75469,NR1I2_HUMAN,,NR1I2,NR1I2,HGNC:7968,Human,DB00530
P49327,Fatty acid synthase,FASN,1049053,U26644,P49327,FAS_HUMAN,,FASN,FASN,HGNC:3594,Human,DB01034; DB01083
P52788,Spermine synthase,SMS,791051,Z49099,P52788,SPSY_HUMAN,,SMS,SMS,HGNC:11123,Human,DB00127
P45452,Collagenase 3,MMP13,516386,X75308,P45452,MMP13_HUMAN,,MMP13,MMP13,HGNC:7159,Human,DB00786
P10646,Tissue factor pathway inhibitor,TFPI,180546,J03225,P10646,TFPI1_HUMAN,,TFPI,TFPI,HGNC:11760,Human,DB06779
Q9Y5N1,Histamine H3 receptor,HRH3,5031291,AF140538,Q9Y5N1,HRH3_HUMAN,,HRH3,HRH3,HGNC:5184,Human,DB00667; DB06698
P05120,Plasminogen activator inhibitor 2,SERPINB2,189545,J02685,P05120,PAI2_HUMAN,,SERPINB2,SERPINB2,HGNC:8584,Human,DB00013
P11387,DNA topoisomerase 1,TOP1,339806,J03250,P11387,TOP1_HUMAN,,TOP1,TOP1,HGNC:11986,Human,DB00762; DB01030; DB04967; DB05630
Q9BYF1,Angiotensin-converting enzyme 2,ACE2,9802433,AF291820,Q9BYF1,ACE2_HUMAN,,ACE2,ACE2,HGNC:13557,Human,DB00691; DB00722
P32418,Sodium/calcium exchanger 1,SLC8A1,180673,M91368,P32418,NAC1_HUMAN,,SLC8A1,SLC8A1,HGNC:11068,Human,DB00159
P51580,Thiopurine S-methyltransferase,TPMT,386420,S62904,P51580,TPMT_HUMAN,,TPMT,TPMT,HGNC:12014,Human,DB01250
Q7L0J3,Synaptic vesicle glycoprotein 2A,SV2A,40788343,AB018279,Q7L0J3,SV2A_HUMAN,,SV2A,SV2A,HGNC:20566,Human,DB01202
P20594,Atrial natriuretic peptide receptor 2,NPR2,5139790,AB005647,P20594,ANPRB_HUMAN,,NPR2,NPR2,HGNC:7944,Human,DB01613
Q9Y275,Tumor necrosis factor ligand superfamily member 13B,TNFSF13B,4761612,AF136293,Q9Y275,TN13B_HUMAN,,TNFSF13B,TNFSF13B,HGNC:11929,Human,DB08879
Q16853,Membrane primary amine oxidase,AOC3,1399032,U39447,Q16853,AOC3_HUMAN,,AOC3,AOC3,HGNC:550,Human,DB01275
Q03181,Peroxisome proliferator-activated receptor delta,PPARD,190230,L07592,Q03181,PPARD_HUMAN,,PPARD,PPARD,HGNC:9235,Human,DB00159; DB00374; DB01393
P13945,Beta-3 adrenergic receptor,ADRB3,178896,M29932,P13945,ADRB3_HUMAN,,ADRB3,ADRB3,HGNC:288,Human,DB00368; DB01064; DB01363; DB06262; DB08893
P09038,Fibroblast growth factor 2,FGF2,31362,X04431,P09038,FGF2_HUMAN,,FGF2,FGF2,HGNC:3676,Human,DB00364; DB00686; DB00877
P03951,Coagulation factor XI,F11,182833,M13142,P03951,FA11_HUMAN,,F11,F11,HGNC:3529,Human,DB00100
P63316,"Troponin C, slow skeletal and cardiac muscles",TNNC1,37208,X07897,P63316,TNNC1_HUMAN,,TNNC1,TNNC1,HGNC:11943,Human,DB00922
P24385,G1/S-specific cyclin-D1,CCND1,35632,X59798,P24385,CCND1_HUMAN,,CCND1,CCND1,HGNC:1582,Human,DB01169
P26951,Interleukin-3 receptor subunit alpha,IL3RA,186331,M74782,P26951,IL3RA_HUMAN,,IL3RA,IL3RA,HGNC:6012,Human,DB00020
P04629,High affinity nerve growth factor receptor,NTRK1,339918,M23102,P04629,NTRK1_HUMAN,,NTRK1,NTRK1,HGNC:8031,Human,DB08896
P05412,Transcription factor AP-1,JUN,386839,J04111,P05412,JUN_HUMAN,,JUN,JUN,HGNC:6204,Human,DB01169
O94956,Solute carrier organic anion transporter family member 2B1,SLCO2B1,5006263,AB026256,O94956,SO2B1_HUMAN,,SLCO2B1,SLCO2B1,HGNC:10962,Human,DB01049
P04275,von Willebrand factor,VWF,37947,X04385,P04275,VWF_HUMAN,,VWF,VWF,HGNC:12726,Human,DB00025
Q96RJ0,Trace amine-associated receptor 1,TAAR1,14600074,AF380185,Q96RJ0,TAAR1_HUMAN,,TAAR1,TAAR1,HGNC:17734,Human,DB00182; DB01577
P13500,C-C motif chemokine 2,CCL2,307163,M24545,P13500,CCL2_HUMAN,,CCL2,CCL2,HGNC:10618,Human,DB01055
P01584,Interleukin-1 beta,IL1B,307043,K02770,P01584,IL1B_HUMAN,,IL1B,IL1B,HGNC:5992,Human,DB05260; DB06168
P27361,Mitogen-activated protein kinase 3,MAPK3,31221,X60188,P27361,MK03_HUMAN,,MAPK3,MAPK3,HGNC:6877,Human,DB01169
Q4U2R8,Solute carrier family 22 member 6,SLC22A6,3831566,AF057039,Q4U2R8,S22A6_HUMAN,,hROAT1,hROAT1,HGNC:10970,Human,DB01032
Q92887,Canalicular multispecific organic anion transporter 1,ABCC2,1764162,U63970,Q92887,MRP2_HUMAN,,ABCC2,ABCC2,HGNC:53,Human,DB01138
O60733,85/88 kDa calcium-independent phospholipase A2,PLA2G6,3142700,AF064594,O60733,PLPL9_HUMAN,,PLA2G6,PLA2G6,HGNC:9039,Human,DB01103
Q15111,Inactive phospholipase C-like protein 1,PLCL1,780122,D42108,Q15111,PLCL1_HUMAN,,PLCL1,PLCL1,HGNC:9063,Human,DB01103
P05362,Intercellular adhesion molecule 1,ICAM1,758074,X06990,P05362,ICAM1_HUMAN,,ICAM1,ICAM1,HGNC:5344,Human,DB08818
P19838,Nuclear factor NF-kappa-B p105 subunit,NFKB1,189180,M55643,P19838,NFKB1_HUMAN,,NFKB1,NFKB1,HGNC:7794,Human,DB01041; DB08814
P00750,Tissue-type plasminogen activator,PLAT,339834,L00153,P00750,TPA_HUMAN,,PLAT,PLAT,HGNC:9051,Human,DB00013; DB00513
P11137,Microtubule-associated protein 2,MAP2,409875,U01828,P11137,MTAP2_HUMAN,,MAP2,MAP2,HGNC:6839,Human,DB01196; DB01229; DB01248
O43519,RET proto-oncogene,RET,2795880,AF032124,O43519,O43519_HUMAN,,RET,RET,HGNC:9967,Human,DB00619
P16070,CD44 antigen,CD44,180197,M24915,P16070,CD44_HUMAN,,CD44,CD44,HGNC:1681,Human,DB08818
P08254,Stromelysin-1,MMP3,36633,X05232,P08254,MMP3_HUMAN,,MMP3,MMP3,HGNC:7173,Human,DB00786
O75762,Transient receptor potential cation channel subfamily A member 1,TRPA1,3287188,Y10601,O75762,TRPA1_HUMAN,,TRPA1,TRPA1,HGNC:497,Human,DB00825
Q14500,ATP-sensitive inward rectifier potassium channel 12,KCNJ12,567019,L36069,Q14500,IRK12_HUMAN,,KCNJ12,KCNJ12,HGNC:6258,Human,DB00204
P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,347120,L20965,P27815,PDE4A_HUMAN,,PDE4A,PDE4A,HGNC:8780,Human,DB00277; DB00651; DB00806; DB00824; DB00920; DB00975; DB01303; DB05266; DB06751
Q15858,Sodium channel protein type 9 subunit alpha,SCN9A,758110,X82835,Q15858,SCN9A_HUMAN,,SCN9A,SCN9A,HGNC:10597,Human,DB00281; DB00909
P16444,Dipeptidase 1,DPEP1,219600,D13137,P16444,DPEP1_HUMAN,,DPEP1,DPEP1,HGNC:3002,Human,DB01597
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB,2599558,AF029684,O14920,IKKB_HUMAN,,IKBKB,IKBKB,HGNC:5960,Human,DB00995; DB01169
P05106,Integrin beta-3,ITGB3,306786,J02703,P05106,ITB3_HUMAN,,ITGB3,ITGB3,HGNC:6156,Human,DB00054; DB00063; DB00098; DB00775
P32239,Gastrin/cholecystokinin type B receptor,CCKBR,306489,L08112,P32239,GASR_HUMAN,,CCKBR,CCKBR,HGNC:1571,Human,DB00183
O60603,Toll-like receptor 2,TLR2,3132528,AF051152,O60603,TLR2_HUMAN,,TLR2,TLR2,HGNC:11848,Human,DB00045
P78559,Microtubule-associated protein 1A,MAP1A,1790878,U38291,P78559,MAP1A_HUMAN,,MAP1A,MAP1A,HGNC:6835,Human,DB01196
Q9NR96,Toll-like receptor 9,TLR9,8099652,AF259262,Q9NR96,TLR9_HUMAN,,TLR9,TLR9,HGNC:15633,Human,DB01611
P14410,"Sucrase-isomaltase, intestinal",SI,36645,X63597,P14410,SUIS_HUMAN,,SI,SI,HGNC:10856,Human,DB00284
P02751,Fibronectin,FN1,12053817,AJ276395,P02751,FINC_HUMAN,,FN1,FN1,HGNC:3778,Human,DB08888
P22894,Neutrophil collagenase,MMP8,180618,J05556,P22894,MMP8_HUMAN,,MMP8,MMP8,HGNC:7175,Human,DB00786
P14735,Insulin-degrading enzyme,IDE,184556,M21188,P14735,IDE_HUMAN,,IDE,IDE,HGNC:5381,Human,DB00626
Q7Z2W7,Transient receptor potential cation channel subfamily M member 8,TRPM8,20147036,AY090109,Q7Z2W7,TRPM8_HUMAN,,TRPM8,TRPM8,HGNC:17961,Human,DB00825
P41594,Metabotropic glutamate receptor 5,GRM5,1408052,D28538,P41594,GRM5_HUMAN,,GRM5,GRM5,HGNC:4597,Human,DB00659
P13569,Cystic fibrosis transmembrane conductance regulator,CFTR,180332,M28668,P13569,CFTR_HUMAN,,CFTR,CFTR,HGNC:1884,Human,DB04941; DB08820
P39900,Macrophage metalloelastase,MMP12,435970,L23808,P39900,MMP12_HUMAN,,MMP12,MMP12,HGNC:7158,Human,DB00786
P22455,Fibroblast growth factor receptor 4,FGFR4,31372,X57205,P22455,FGFR4_HUMAN,,FGFR4,FGFR4,HGNC:3691,Human,DB09078
P04040,Catalase,CAT,1228085,X04085,P04040,CATA_HUMAN,,CAT,CAT,HGNC:1516,Human,DB01213
P05113,Interleukin-5,IL5,33836,X04688,P05113,IL5_HUMAN,,IL5,IL5,HGNC:6016,Human,DB06612
P50870,Streptogramin A acetyltransferase,vatD,433715,L12033,P50870,VATD_ENTFC,,,,,Enterococcus faecium,DB01764
P31939,Bifunctional purine biosynthesis protein PURH,ATIC,1263196,U37436,P31939,PUR9_HUMAN,,ATIC,ATIC,HGNC:794,Human,DB00642
Q06187,Tyrosine-protein kinase BTK,BTK,312467,X58957,Q06187,BTK_HUMAN,,BTK,BTK,HGNC:1133,Human,DB09053
Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,347130,L20970,Q08499,PDE4D_HUMAN,,PDE4D,PDE4D,HGNC:8783,Human,DB00651; DB00920
Q71U36,Tubulin alpha-1A chain,TUBA1A,37492,X01703,Q71U36,TBA1A_HUMAN,,TUBA1A,TUBA1A,HGNC:20766,Human,DB00570; DB00643
P15555,D-alanyl-D-alanine carboxypeptidase,"",515050,X05109,P15555,DAC_STRSR,,,,,Streptomyces sp. (strain R61),DB00456
P00811,Beta-lactamase,ampC,145267,J01611,P00811,AMPC_ECOLI,,,,,Escherichia coli (strain K12),DB00456
P68371,Tubulin beta-4B chain,TUBB2C,37494,X02344,P68371,TBB4B_HUMAN,,TUBB2C,TUBB2C,HGNC:20771,Human,DB00643
P68366,Tubulin alpha-4A chain,TUBA4A,32015,X06956,P68366,TBA4A_HUMAN,,TUBA4A,TUBA4A,HGNC:12407,Human,DB01179; DB06772
P03176,Thymidine kinase,TK,59524,X14112,P03176,KITH_HHV11,,,,,HHV-1,DB00787; DB01004
Q13509,Tubulin beta-3 chain,TUBB3,1297274,U47634,Q13509,TBB3_HUMAN,,TUBB3,TUBB3,HGNC:20772,Human,DB04845
P05193,Beta-lactamase,ampC,40452,X03866,P05193,AMPC_CITFR,,,,,Citrobacter freundii,DB00355
P50579,Methionine aminopeptidase 2,METAP2,903982,U29607,P50579,MAP2_HUMAN,,METAP2,METAP2,HGNC:16672,Human,DB01422
P62594,Beta-lactamase TEM,bla,16505919,AL513383,P62594,BLAT_SALTI,,,,,Salmonella typhi,DB01606
P51512,Matrix metalloproteinase-16,MMP16,2662306,AB009303,P51512,MMP16_HUMAN,,MMP16,MMP16,HGNC:7162,Human,DB00786
P14555,"Phospholipase A2, membrane associated",PLA2G2A,190889,M22430,P14555,PA2GA_HUMAN,,PLA2G2A,PLA2G2A,HGNC:9031,Human,DB00328
P09874,Poly [ADP-ribose] polymerase 1,PARP1,1017423,X16674,P09874,PARP1_HUMAN,,PARP1,PARP1,HGNC:270,Human,DB09074
P13551,Elongation factor G,fusA,,,P13551,EFG_THETH,,,,,Thermus thermophilus,DB02703
P24557,Thromboxane-A synthase,TBXAS1,338704,M80647,P24557,THAS_HUMAN,,TBXAS1,TBXAS1,HGNC:11609,Human,DB01207
Q16881,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,1237038,X91247,Q16881,TRXR1_HUMAN,,TXNRD1,TXNRD1,HGNC:12437,Human,DB01169
P0AEB2,D-alanyl-D-alanine carboxypeptidase DacA,dacA,"",X06479,P0AEB2,DACA_ECOLI,,"","","",Escherichia coli (strain K12),DB00274; DB01329; DB01331
Q99250,Sodium channel protein type 2 subunit alpha,SCN2A,457879,M94055,Q99250,SCN2A_HUMAN,,SCN2A,SCN2A,HGNC:10588,Human,DB00909
Q9NY46,Sodium channel protein type 3 subunit alpha,SCN3A,7414320,AJ251507,Q9NY46,SCN3A_HUMAN,,SCN3A,SCN3A,HGNC:10590,Human,DB00909
P35499,Sodium channel protein type 4 subunit alpha,SCN4A,338213,M81758,P35499,SCN4A_HUMAN,,SCN4A,SCN4A,HGNC:10591,Human,DB00586; DB00909; DB01195
P0C0X1,Dihydropteroate synthase 1,folP1,5832717,AB028658,P0C0X1,DHPS1_MYCLE,,,,,Mycobacterium leprae (strain TN),DB00250
P0C0X2,Inactive dihydropteroate synthase 2,folP2,699152,U15180,P0C0X2,DHPS2_MYCLE,,,,,Mycobacterium leprae (strain TN),DB00250
P62508,Estrogen-related receptor gamma,ESRRG,4092075,AF094518,P62508,ERR3_HUMAN,,ESRRG,ESRRG,HGNC:3474,Human,DB00255
P21964,Catechol O-methyltransferase,COMT,180920,M65212,P21964,COMT_HUMAN,,COMT,COMT,HGNC:2228,Human,DB00323; DB00494
P11511,Cytochrome P450 19A1,CYP19A1,179002,M22246,P11511,CP19A_HUMAN,,CYP19A1,CYP19A1,HGNC:2594,Human,DB00357; DB00894; DB00990; DB01006; DB01217
P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,31324,X52645,P08637,FCG3A_HUMAN,,FCGR3A,FCGR3A,HGNC:3619,Human,DB00028
P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,182474,M31932,P12318,FCG2A_HUMAN,,FCGR2A,FCGR2A,HGNC:3616,Human,DB00028
P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,4099445,U87560,P31994,FCG2B_HUMAN,,FCGR2B,FCGR2B,HGNC:3618,Human,DB00028; DB00098
P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,32074,X17652,P31995,FCG2C_HUMAN,,FCGR2C,FCGR2C,HGNC:15626,Human,DB00028
P31785,Cytokine receptor common subunit gamma,IL2RG,219890,D11086,P31785,IL2RG_HUMAN,,IL2RG,IL2RG,HGNC:6010,Human,DB00041
P32927,Cytokine receptor common subunit beta,CSF2RB,487425,M59941,P32927,IL3RB_HUMAN,,CSF2RB,CSF2RB,HGNC:2436,Human,DB00020
P11362,Fibroblast growth factor receptor 1,FGFR1,31368,X51803,P11362,FGFR1_HUMAN,,FGFR1,FGFR1,HGNC:3688,Human,DB00398; DB08896; DB09078; DB09079
P22607,Fibroblast growth factor receptor 3,FGFR3,182569,M58051,P22607,FGFR3_HUMAN,,FGFR3,FGFR3,HGNC:3690,Human,DB09078; DB09079
O95838,Glucagon-like peptide 2 receptor,GLP2R,4324491,AF105367,O95838,GLP2R_HUMAN,,GLP2R,GLP2R,HGNC:4325,Human,DB08900
P23763,Vesicle-associated membrane protein 1,VAMP1,338625,M36200,P23763,VAMP1_HUMAN,,VAMP1,VAMP1,HGNC:12642,Human,DB00042
P63027,Vesicle-associated membrane protein 2,VAMP2,338632,M36205,P63027,VAMP2_HUMAN,,VAMP2,VAMP2,HGNC:12643,Human,DB00042
Q8N9I0,Synaptotagmin-2,SYT2,21748879,AK090672,Q8N9I0,SYT2_HUMAN,,SYT2,SYT2,HGNC:11510,Human,DB00042
Q01362,High affinity immunoglobulin epsilon receptor subunit beta,MS4A2,219882,D10583,Q01362,FCERB_HUMAN,,MS4A2,MS4A2,HGNC:7316,Human,DB00043
Q96LZ3,Calcineurin subunit B type 2,PPP3R2,33150800,AF145026,Q96LZ3,CANB2_HUMAN,,PPP3R2,PPP3R2,HGNC:9318,Human,DB00091
P35346,Somatostatin receptor type 5,SSTR5,431095,L14865,P35346,SSR5_HUMAN,,SSTR5,SSTR5,HGNC:11334,Human,DB00104; DB04894
P20711,Aromatic-L-amino-acid decarboxylase,DDC,181521,M76180,P20711,DDC_HUMAN,,DDC,DDC,HGNC:2719,Human,DB00190
P06276,Cholinesterase,BCHE,1311630,M32391,P06276,CHLE_HUMAN,,BCHE,BCHE,HGNC:983,Human,DB00449; DB00545; DB00677; DB00733; DB00772; DB00941; DB00989; DB01010; DB01057
P27338,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,,MAOB,MAOB,HGNC:6834,Human,DB00191; DB00752; DB00780; DB01037; DB01247; DB01363; DB01367; DB01577; DB01626
P21397,Amine oxidase [flavin-containing] A,MAOA,187353,M68840,P21397,AOFA_HUMAN,,MAOA,MAOA,HGNC:6833,Human,DB00191; DB00752; DB00780; DB00805; DB01171; DB01247; DB01363; DB01577
P47989,Xanthine dehydrogenase/oxidase,XDH,10336525,D11456,P47989,XDH_HUMAN,,XDH,XDH,HGNC:12805,Human,DB00437
Q00534,Cyclin-dependent kinase 6,CDK6,36623,X66365,Q00534,CDK6_HUMAN,,CDK6,CDK6,HGNC:1777,Human,DB09073
P00813,Adenosine deaminase,ADA,28380,X02994,P00813,ADA_HUMAN,,ADA,ADA,HGNC:186,Human,DB00552; DB00975
P11802,Cyclin-dependent kinase 4,CDK4,456427,M14505,P11802,CDK4_HUMAN,,CDK4,CDK4,HGNC:1773,Human,DB09073
Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,179758,M94172,Q00975,CAC1B_HUMAN,,CACNA1B,CACNA1B,HGNC:1389,Human,DB00996; DB01202
O95864,Fatty acid desaturase 2,FADS2,4406528,AF126799,O95864,FADS2_HUMAN,,FADS2,FADS2,HGNC:3575,Human,DB00132
O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",SDHD,2351037,AB006202,O14521,DHSD_HUMAN,,SDHD,SDHD,HGNC:10683,Human,DB00756
Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,40217985,AY423045,Q8N0U8,VKORL_HUMAN,,VKORC1L1,VKORC1L1,HGNC:21492,Human,DB00170
O75899,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,3776098,AJ012188,O75899,GABR2_HUMAN,,GABBR2,GABBR2,HGNC:4507,Human,DB00181
P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,496607,X70297,P36544,ACHA7_HUMAN,,CHRNA7,CHRNA7,HGNC:1960,Human,DB00184
P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,31635,X14767,P18505,GBRB1_HUMAN,,GABRB1,GABRB1,HGNC:4081,Human,DB00231; DB00431; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01440; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,182925,M82919,P28472,GBRB3_HUMAN,,GABRB3,GABRB3,HGNC:4083,Human,DB00231; DB00546; DB00592; DB00683; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB06716
P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,455946,S67368,P47870,GBRB2_HUMAN,,GABRB2,GABRB2,HGNC:4082,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01594; DB01595; DB06716
P20618,Proteasome subunit beta type-1,PSMB1,220026,D00761,P20618,PSB1_HUMAN,,PSMB1,PSMB1,HGNC:9537,Human,DB00188; DB08889
P28074,Proteasome subunit beta type-5,PSMB5,558526,D29011,P28074,PSB5_HUMAN,,PSMB5,PSMB5,HGNC:9542,Human,DB00188; DB08889
P49721,Proteasome subunit beta type-2,PSMB2,565649,D26599,P49721,PSB2_HUMAN,,PSMB2,PSMB2,HGNC:9539,Human,DB00188; DB08889
P03198,DNA polymerase catalytic subunit,BALF5,1334913,V01555,P03198,DPOL_EBVB9,,"","","",HHV-4,DB00194
Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C,727223,Z46632,Q08493,PDE4C_HUMAN,,PDE4C,PDE4C,HGNC:8782,Human,DB00651; DB00920; DB05266
Q08289,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417,S60415,Q08289,CACB2_HUMAN,,CACNB2,CACNB2,HGNC:1402,Human,DB00270; DB00381; DB00393; DB00401; DB00622; DB00661; DB01023; DB01054; DB01115; DB06712
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403,U30707,Q13698,CAC1S_HUMAN,,CACNA1S,CACNA1S,HGNC:1397,Human,DB00270; DB00381; DB00393; DB00401; DB00568; DB00661; DB01023; DB01054; DB01115
O00305,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727,U95020,O00305,CACB4_HUMAN,,CACNB4,CACNB4,HGNC:1404,Human,DB00393; DB00661
O60840,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953,AJ006216,O60840,CAC1F_HUMAN,,CACNA1F,CACNA1F,HGNC:1393,Human,DB00393; DB00568; DB00661
P54284,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135,X76555,P54284,CACB3_HUMAN,,CACNB3,CACNB3,HGNC:1403,Human,DB00393; DB00661
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764,M76558,Q01668,CAC1D_HUMAN,,CACNA1D,CACNA1D,HGNC:1391,Human,DB00270; DB00381; DB00393; DB00401; DB00568; DB00622; DB00661; DB01023; DB01054; DB01115
Q27738,Dihydropteroate synthetase,"",505177,Z30658,Q27738,Q27738_PLAFA,,"","","",Plasmodium falciparum,DB00359; DB00664; DB01145; DB01299; DB06147; DB08798
P52647,Probable pyruvate-flavodoxin oxidoreductase,ydbK,1787642,U00096,P52647,NIFJ_ECOLI,,"","","",Escherichia coli (strain K12),DB00698
Q13547,Histone deacetylase 1,HDAC1,1277084,U50079,Q13547,HDAC1_HUMAN,,HDAC1,HDAC1,HGNC:4852,Human,DB02546
Q92769,Histone deacetylase 2,HDAC2,1667394,U31814,Q92769,HDAC2_HUMAN,,HDAC2,HDAC2,HGNC:4853,Human,DB00277; DB01223; DB01303; DB02546
O15379,Histone deacetylase 3,HDAC3,2326173,U66914,O15379,HDAC3_HUMAN,,HDAC3,HDAC3,HGNC:4854,Human,DB02546
Q9UBN7,Histone deacetylase 6,HDAC6,4754911,AF132609,Q9UBN7,HDAC6_HUMAN,,HDAC6,HDAC6,HGNC:14064,Human,DB02546
P43115,Prostaglandin E2 receptor EP3 subtype,PTGER3,,S69200,P43115,PE2R3_HUMAN,,PTGER3,PTGER3,HGNC:9595,Human,DB00905; DB00917; DB00929
P42345,Serine/threonine-protein kinase mTOR,MTOR,,L34075,P42345,MTOR_HUMAN,,FRAP1,FRAP1,HGNC:3942,Human,DB00337; DB00877; DB01590; DB06287
P0A0K8,DNA gyrase subunit B,gyrB,,X71437,P0A0K8,GYRB_STAAU,,,,,Staphylococcus aureus,DB01051
P14677,Penicillin-binding protein 2x,pbpX,,AE005672,P14677,PBPX_STRPN,,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01150
P0AD68,Peptidoglycan synthase FtsI,ftsI,,K00137,P0AD68,FTSI_ECOLI,,,,,Escherichia coli (strain K12),DB00267; DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01413; DB01415; DB01416
Q9HGT2,Cytosolic leucyl-tRNA synthetase,CDC60,,AF293346,Q9HGT2,Q9HGT2_CANAX,,,,,Yeast,DB09041
Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,"",AJ251368,Q9NY47,CA2D2_HUMAN,,"",CACNA2D2,HGNC:1400,Human,DB00270; DB00996; DB01118; DB01244
O43525,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,,AF071491,O43525,KCNQ3_HUMAN,,,KCNQ3,HGNC:6297,Human,DB00586
P41231,P2Y purinoceptor 2,P2RY2,,U07225,P41231,P2RY2_HUMAN,,,P2RY2,HGNC:8541,Human,DB04786
