ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A,1151109,U40370,P54750,PDE1A_HUMAN,,PDE1A,,GNC:8774,Human,DB00622; DB01023; DB01244
P02585,"Troponin C, skeletal muscle",TNNC2,36729,X07898,P02585,TNNC2_HUMAN,,TNNC2,,GNC:11944,Human,DB01023
Q13332,Receptor-type tyrosine-protein phosphatase S,PTPRS,1109792,U35234,Q13332,PTPRS_HUMAN,,PTPRS,,GNC:9681,Human,DB00630; DB01077
P23469,Receptor-type tyrosine-protein phosphatase epsilon,PTPRE,35792,X54134,P23469,PTPRE_HUMAN,,PTPRE,,GNC:9669,Human,DB00630
P38606,V-type proton ATPase catalytic subunit A,ATP6V1A,291868,L09235,P38606,VATA_HUMAN,,ATP6V1A,,GNC:851,Human,DB00630; DB01077; DB01133
O95749,Geranylgeranyl pyrophosphate synthase,GGPS1,4520350,AB017971,O95749,GGPPS_HUMAN,,GGPS1,,GNC:4249,Human,DB00399
P62745,Rho-related GTP-binding protein RhoB,RHOB,36032,X06820,P62745,RHOB_HUMAN,,RHOB,,GNC:668,Human,DB00083
Q95460,Major histocompatibility complex class I-related gene protein,MR1,940354,U22963,Q95460,HMR1_HUMAN,,MR1,,GNC:4975,Human,DB00098
P05556,Integrin beta-1,ITGB1,31442,X07979,P05556,ITB1_HUMAN,,ITGB1,,GNC:6153,Human,DB00098
P06756,Integrin alpha-V,ITGAV,340307,M14648,P06756,ITAV_HUMAN,,ITGAV,,GNC:6150,Human,DB00098
C1KC03,Penicillin binding protein 2a,mecA,,,C1KC03,C1KC03_STAAU,,mecA,,"",Staphylococcus aureus,DB00274; DB00430; DB01000; DB01607
P33402,Guanylate cyclase soluble subunit alpha-2,GUCY1A2,31671,X63282,P33402,GCYA2_HUMAN,,GUCY1A2,,GNC:4684,Human,DB00435; DB01020
P0AD65,Penicillin-binding protein 2,mrdA,42314,X04516,P0AD65,PBP2_ECOLI,,mrdA,,"",Escherichia coli (strain K12),DB00303; DB00438; DB00948; DB01327; DB01328; DB01329; DB01413; DB01415; DB01598
Q9Y2I1,Nischarin,NISCH,3462807,AF082516,Q9Y2I1,NISCH_HUMAN,,NISCH,,GNC:18006,Human,DB00697; DB09242
O14649,Potassium channel subfamily K member 3,KCNK3,2465542,AF006823,O14649,KCNK3_HUMAN,,KCNK3,,GNC:6278,Human,DB00561; DB01159
Q9NPC2,Potassium channel subfamily K member 9,KCNK9,7546843,AF212829,Q9NPC2,KCNK9_HUMAN,,KCNK9,,GNC:6283,Human,DB00561; DB01159
P30926,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,1458126,U62439,P30926,ACHB4_HUMAN,,CHRNB4,,GNC:1964,Human,DB00184; DB00514; DB00674; DB00898; DB01090; DB01227
P32297,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,177898,M86383,P32297,ACHA3_HUMAN,,CHRNA3,,GNC:1957,Human,DB00184; DB00514; DB00674; DB00898; DB01090; DB01156; DB01227; DB01273; DB09028
P30532,Neuronal acetylcholine receptor subunit alpha-5,CHRNA5,177926,M83712,P30532,ACHA5_HUMAN,,CHRNA5,,GNC:1959,Human,DB00184; DB00674; DB00898
Q15825,Neuronal acetylcholine receptor subunit alpha-6,CHRNA6,1458118,U62435,Q15825,ACHA6_HUMAN,,CHRNA6,,GNC:15963,Human,DB00184; DB00674; DB00898; DB01273; DB09028
Q05901,Neuronal acetylcholine receptor subunit beta-3,CHRNB3,1458124,U62438,Q05901,ACHB3_HUMAN,,CHRNB3,,GNC:1963,Human,DB00184; DB00674; DB00898
P12104,"Fatty acid-binding protein, intestinal",FABP2,46854681,BC069466,P12104,FABPI_HUMAN,,FABP2,,GNC:3556,Human,DB01050
P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,31637,X15376,P18507,GBRG2_HUMAN,,GABRG2,,GNC:4087,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01205; DB01215; DB01381; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,193783776,AK122845,Q8N1C3,GBRG1_HUMAN,,GABRG1,,GNC:4086,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,1754749,S82769,Q99928,GBRG3_HUMAN,,GABRG3,,GNC:4088,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,1857126,U66661,P78334,GBRE_HUMAN,,GABRE,,GNC:4085,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,2197001,U95367,O00591,GBRP_HUMAN,,GABRP,,GNC:4089,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,7861736,AF189259,Q9UN88,GBRT_HUMAN,,GABRQ,,GNC:14454,Human,DB00231; DB00683; DB00690; DB00829; DB00842; DB00897; DB00898; DB01558; DB01595
P28476,Gamma-aminobutyric acid receptor subunit rho-2,GABRR2,456428,M86868,P28476,GBRR2_HUMAN,,GABRR2,,GNC:4091,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,2388693,AF016917,O14764,GBRD_HUMAN,,GABRD,,GNC:4084,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
A9UF02,BCR/ABL fusion protein isoform X9,BCR/ABL fusion,162135198,EU216066,A9UF02,A9UF02_HUMAN,,BCR/ABL fusion,,GNC:76,Human,DB00619
P29034,Protein S100-A2,S100A2,,M87068,P29034,S10A2_HUMAN,,S100A2,,GNC:10492,Human,DB00768
Q9NZV8,Potassium voltage-gated channel subfamily D member 2,KCND2,4530478,AF121104,Q9NZV8,KCND2_HUMAN,,KCND2,,GNC:6238,Human,DB00280; DB00321; DB00458; DB06637
Q9UK17,Potassium voltage-gated channel subfamily D member 3,KCND3,2935434,AF048712,Q9UK17,KCND3_HUMAN,,KCND3,,GNC:6239,Human,DB00280; DB00321; DB00458; DB06637
Q16620,BDNF/NT-3 growth factors receptor,NTRK2,530791,U12140,Q16620,NTRK2_HUMAN,,NTRK2,,GNC:8032,Human,DB00321
P51857,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1,431857,Z28339,P51857,AK1D1_HUMAN,,AKR1D1,,GNC:388,Human,DB00548; DB01216
Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,7229086,AB036063,Q7LG56,RIR2B_HUMAN,,RRM2B,,GNC:17296,Human,DB00242
Q07864,DNA polymerase epsilon catalytic subunit A,POLE,3192938,L09561,Q07864,DPOE1_HUMAN,,POLE,,GNC:9177,Human,DB00242
P56282,DNA polymerase epsilon subunit 2,POLE2,2697123,AF025840,P56282,DPOE2_HUMAN,,POLE2,,GNC:9178,Human,DB00242
Q9NR33,DNA polymerase epsilon subunit 4,POLE4,21411517,BC031331,Q9NR33,DPOE4_HUMAN,,POLE4,,GNC:18755,Human,DB00242
Q9NRF9,DNA polymerase epsilon subunit 3,POLE3,8100806,AF226077,Q9NRF9,DPOE3_HUMAN,,POLE3,,GNC:13546,Human,DB00242
Q53707,MecA PBP2' (penicillin binding protein 2'),mecA,46611,X52593,Q53707,Q53707_STAAU,,mecA,,"",Staphylococcus aureus,DB00417; DB01332; DB01603
A8MPY1,Gamma-aminobutyric acid receptor subunit rho-3,GABRR3,,AC026100,A8MPY1,GBRR3_HUMAN,,GABRR3,,GNC:17969,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
P07098,Gastric triacylglycerol lipase,LIPF,758063,X05997,P07098,LIPG_HUMAN,,LIPF,,GNC:6622,Human,DB01083
P08149,Penicillin-binding protein 2,penA,150279,M32091,P08149,PBP2_NEIGO,,penA,,"",Neisseria gonorrhoeae,DB00535
Q60FT7,PBP3,pbp3,,,Q60FT7,Q60FT7_HAEIF,,pbp3,,"",Haemophilus influenzae,DB00535
P11717,Cation-independent mannose-6-phosphate receptor,IGF2R,33055,Y00285,P11717,MPRI_HUMAN,,IGF2R,,GNC:5467,Human,DB01277
P0A3M6,Penicillin-binding protein 2B,penA,984233,X16022,P0A3M6,PBP2_STRR6,,penA,,"",Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01066; DB01140; DB01212; DB01331; DB01603; DB08795
P07451,Carbonic anhydrase 3,CA3,189053812,AK313254,P07451,CAH3_HUMAN,,CA3,,GNC:1374,Human,DB00819; DB00909
P35218,"Carbonic anhydrase 5A, mitochondrial",CA5A,306483,L19297,P35218,CAH5A_HUMAN,,CA5A,,GNC:1377,Human,DB00909; DB01194
Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",CA5B,4587223,AB021660,Q9Y2D0,CAH5B_HUMAN,,CA5B,,GNC:1378,Human,DB00909
P23280,Carbonic anhydrase 6,CA6,,,P23280,CAH6_HUMAN,,,,,Human,DB00909; DB06795
P43166,Carbonic anhydrase 7,CA7,28192445,AY075019,P43166,CAH7_HUMAN,,CA7,,GNC:1381,Human,DB00703; DB00819; DB00909; DB01144
P35219,Carbonic anhydrase-related protein,CA8,5069431,L04656,P35219,CAH8_HUMAN,,CA8,,GNC:1382,Human,DB00909
Q9NS85,Carbonic anhydrase-related protein 10,CA10,9229883,AB036836,Q9NS85,CAH10_HUMAN,,CA10,,GNC:1369,Human,DB00909
O75493,Carbonic anhydrase-related protein 11,CA11,3283386,AF067662,O75493,CAH11_HUMAN,,CA11,,GNC:1370,Human,DB00909
Q8N1Q1,Carbonic anhydrase 13,CA13,21754549,AK095314,Q8N1Q1,CAH13_HUMAN,,CA13,,GNC:14914,Human,DB00909
Q9ULX7,Carbonic anhydrase 14,CA14,6009640,AB025904,Q9ULX7,CAH14_HUMAN,,CA14,,GNC:1372,Human,DB00819; DB00909
Q07699,Sodium channel subunit beta-1,SCN1B,307415,L10338,Q07699,SCN1B_HUMAN,,SCN1B,,GNC:10586,Human,DB00909
O60939,Sodium channel subunit beta-2,SCN2B,3309111,AF007783,O60939,SCN2B_HUMAN,,SCN2B,,GNC:10589,Human,DB00909
Q9NY72,Sodium channel subunit beta-3,SCN3B,7160975,AJ243396,Q9NY72,SCN3B_HUMAN,,SCN3B,,GNC:20665,Human,DB00909
Q8IWT1,Sodium channel subunit beta-4,SCN4B,27465047,AY149967,Q8IWT1,SCN4B_HUMAN,,SCN4B,,GNC:10592,Human,DB00909
P46721,Solute carrier organic anion transporter family member 1A2,SLCO1A2,885978,U21943,P46721,SO1A2_HUMAN,,SLCO1A2,,GNC:10956,Human,DB01045
Q8TCC7,Solute carrier family 22 member 8,SLC22A8,4378059,AF097491,Q8TCC7,S22A8_HUMAN,,SLC22A8,,GNC:10972,Human,DB00493; DB01032; DB01053; DB01212
Q9Y694,Solute carrier family 22 member 7,SLC22A7,5001689,AF097518,Q9Y694,S22A7_HUMAN,,SLC22A7,,GNC:10971,Human,DB00493
Q96FL8,Multidrug and toxin extrusion protein 1,SLC47A1,7023138,AK001709,Q96FL8,S47A1_HUMAN,,SLC47A1,,GNC:25588,Human,DB00199
Q9NPD5,Solute carrier organic anion transporter family member 1B3,SLCO1B3,9187497,AJ251506,Q9NPD5,SO1B3_HUMAN,,SLCO1B3,,GNC:10961,Human,DB01045; DB01211
P60723,50S ribosomal protein L4,rplD,42826,X02613,P60723,RL4_ECOLI,,rplD,,"",Escherichia coli (strain K12),DB01361
P49228,50S ribosomal protein L32,rpmF,970089,D63900,P49228,RL32_DEIRA,,rpmF,,"",Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),DB01361
Q5SHN7,30S ribosomal protein S10,rpsJ,1022792,U36504,Q5SHN7,RS10_THET8,,rpsJ,,"",Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),DB01421
P08506,D-alanyl-D-alanine carboxypeptidase DacC,dacC,41218,X06480,P08506,DACC_ECOLI,,dacC,,"",Escherichia coli (strain K12),DB00274; DB00303; DB00430; DB01329; DB01331
Q07806,Penicillin-binding protein 1A,mrcA,1763284,U73780,Q07806,PBPA_PSEAE,,mrcA,,"",Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB00430; DB01329
Q9X6W0,Penicillin-binding protein 1B,ponB,4887211,AF147449,Q9X6W0,Q9X6W0_PSEAI,,ponB,,"",Pseudomonas aeruginosa,DB00430; DB00438; DB01329; DB09050
Q70KI2,Penicillin-binding protein 2,pbpA,52214157,AP006841,Q70KI2,Q70KI2_BACFG,,pbpA,,"",Bacteroides fragilis,DB00923; DB01326
P09238,Stromelysin-2,MMP10,36629,X07820,P09238,MMP10_HUMAN,,MMP10,,GNC:7156,Human,DB00786
P09237,Matrilysin,MMP7,35799,X07819,P09237,MMP7_HUMAN,,MMP7,,GNC:7174,Human,DB00786
P24347,Stromelysin-3,MMP11,456257,X57766,P24347,MMP11_HUMAN,,MMP11,,GNC:7157,Human,DB00786
P50281,Matrix metalloproteinase-14,MMP14,793763,D26512,P50281,MMP14_HUMAN,,MMP14,,GNC:7160,Human,DB00786
P51511,Matrix metalloproteinase-15,MMP15,963056,Z48482,P51511,MMP15_HUMAN,,MMP15,,GNC:7161,Human,DB00786
Q9ULZ9,Matrix metalloproteinase-17,MMP17,18413635,AB021225,Q9ULZ9,MMP17_HUMAN,,MMP17,,GNC:7163,Human,DB00786
Q99542,Matrix metalloproteinase-19,MMP19,1702930,Y08622,Q99542,MMP19_HUMAN,,MMP19,,GNC:7165,Human,DB00786
O60882,Matrix metalloproteinase-20,MMP20,3005946,Y12779,O60882,MMP20_HUMAN,,MMP20,,GNC:7167,Human,DB00786
Q8N119,Matrix metalloproteinase-21,MMP21,22134532,AF331526,Q8N119,MMP21_HUMAN,,MMP21,,GNC:14357,Human,DB00786
O75900,Matrix metalloproteinase-23,MMP23A,3650496,AF056200,O75900,MMP23_HUMAN,,MMP23A,,GNC:7170,Human,DB00786
Q9Y5R2,Matrix metalloproteinase-24,MMP24,5381386,AF131284,Q9Y5R2,MMP24_HUMAN,,MMP24,,GNC:7172,Human,DB00786
Q9NPA2,Matrix metalloproteinase-25,MMP25,8546817,AJ239053,Q9NPA2,MMP25_HUMAN,,MMP25,,GNC:14246,Human,DB00786
Q9NRE1,Matrix metalloproteinase-26,MMP26,8843950,AF230354,Q9NRE1,MMP26_HUMAN,,MMP26,,GNC:14249,Human,DB00786
Q9H306,Matrix metalloproteinase-27,MMP27,11066090,AF195192,Q9H306,MMP27_HUMAN,,MMP27,,GNC:14250,Human,DB00786
Q9H239,Matrix metalloproteinase-28,MMP28,11935132,AF315683,Q9H239,MMP28_HUMAN,,MMP28,,GNC:14366,Human,DB00786
P0A8T7,DNA-directed RNA polymerase subunit beta',rpoC,42814,V00339,P0A8T7,RPOC_ECOLI,,rpoC,,"",Escherichia coli (strain K12),DB00615; DB01045
P0AG59,30S ribosomal protein S14,rpsN,809690,X01563,P0AG59,RS14_ECOLI,,rpsN,,"",Escherichia coli (strain K12),DB00560; DB00759
P0A7S9,30S ribosomal protein S13,rpsM,581217,X02543,P0A7S9,RS13_ECOLI,,rpsM,,"",Escherichia coli (strain K12),DB00560
P0A7U3,30S ribosomal protein S19,rpsS,42826,X02613,P0A7U3,RS19_ECOLI,,rpsS,,"",Escherichia coli (strain K12),DB00560; DB00759
Q9UJT1,Tubulin delta chain,TUBD1,6457580,AF201333,Q9UJT1,TBD_HUMAN,,TUBD1,,GNC:16811,Human,DB00570
Q9UJT0,Tubulin epsilon chain,TUBE1,6457582,AF201334,Q9UJT0,TBE_HUMAN,,TUBE1,,GNC:20775,Human,DB00570
P23258,Tubulin gamma-1 chain,TUBG1,183703,M61764,P23258,TBG1_HUMAN,,TUBG1,,GNC:12417,Human,DB00570
O60658,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",PDE8A,16417190,AF388183,O60658,PDE8A_HUMAN,,PDE8A,,GNC:8793,Human,DB00920
O95263,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",PDE8B,32261241,AY129948,O95263,PDE8B_HUMAN,,PDE8B,,GNC:8794,Human,DB00920
Q96RD7,Pannexin-1,PANX1,3661616,AF093239,Q96RD7,PANX1_HUMAN,,PANX1,,GNC:8599,Human,DB01032
P44345,50S ribosomal protein L4,rplD,3212176,L42023,P44345,RL4_HAEIN,,rplD,,"",Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB01321
P35869,Aryl hydrocarbon receptor,AHR,533324,D16354,P35869,AHR_HUMAN,,AHR,,GNC:348,Human,DB00379; DB00393; DB00499; DB01076; DB01097; DB01404
P76577,Penicillin-binding protein 1C,pbpC,1850613,U88571,P76577,PBPC_ECOLI,,pbpC,,"",Escherichia coli (strain K12),DB01327
P72524,DNA gyrase subunit A,gyrA,14971465,AE005672,P72524,GYRA_STRPN,,gyrA,,"",Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044; DB06771
P0A4L9,DNA gyrase subunit B,gyrB,1052803,X83917,P0A4L9,GYRB_STRPN,,gyrB,,"",Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044
P72525,DNA topoisomerase 4 subunit A,parC,1490399,Z67739,P72525,PARC_STRPN,,parC,,"",Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044; DB06771
Q59961,DNA topoisomerase 4 subunit B,parE,1490399,Z67739,Q59961,PARE_STRPN,,parE,,"",Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044
P61626,Lysozyme C,LYZ,,,P61626,LYSC_HUMAN,,,,,Human,DB00128
Q9NZK7,Group IIE secretory phospholipase A2,PLA2G2E,7108923,AF189279,Q9NZK7,PA2GE_HUMAN,,PLA2G2E,,GNC:13414,Human,DB00233; DB04743
P61769,Beta-2-microglobulin,B2M,27763813,AY187687,P61769,B2MG_HUMAN,,B2M,,GNC:914,Human,DB00254
P24666,Low molecular weight phosphotyrosine protein phosphatase,ACP1,179636,M83653,P24666,PPAC_HUMAN,,ACP1,,GNC:122,Human,DB00173
Q9UGN5,Poly [ADP-ribose] polymerase 2,PARP2,6688130,AJ236912,Q9UGN5,PARP2_HUMAN,,PARP2,,GNC:272,Human,DB09074
P21281,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,179563,M60346,P21281,VATB2_HUMAN,,ATP6V1B2,,GNC:854,Human,DB05260
P39023,60S ribosomal protein L3,RPL3,313659,X73460,P39023,RL3_HUMAN,,RPL3,,GNC:10332,Human,DB04865
P06310,Ig kappa chain V-II region RPMI 6410,"",296655,Z00020,P06310,KV206_HUMAN,,,,"",Human,DB00693
P62593,Beta-lactamase TEM,bla,208959,J01749,P62593,BLAT_ECOLX,,bla,,"",Escherichia coli,DB01053
P25786,Proteasome subunit alpha type-1,PSMA1,220022,D00759,P25786,PSA1_HUMAN,,PSMA1,,GNC:9530,Human,DB00188
P25787,Proteasome subunit alpha type-2,PSMA2,220024,D00760,P25787,PSA2_HUMAN,,PSMA2,,GNC:9531,Human,DB00188
P25788,Proteasome subunit alpha type-3,PSMA3,220028,D00762,P25788,PSA3_HUMAN,,PSMA3,,GNC:9532,Human,DB00188
P25789,Proteasome subunit alpha type-4,PSMA4,220030,D00763,P25789,PSA4_HUMAN,,PSMA4,,GNC:9533,Human,DB00188
P28066,Proteasome subunit alpha type-5,PSMA5,296740,X61970,P28066,PSA5_HUMAN,,PSMA5,,GNC:9534,Human,DB00188
P60900,Proteasome subunit alpha type-6,PSMA6,35682,X59417,P60900,PSA6_HUMAN,,PSMA6,,GNC:9535,Human,DB00188
O14818,Proteasome subunit alpha type-7,PSMA7,2555136,AF022815,O14818,PSA7_HUMAN,,PSMA7,,GNC:9536,Human,DB00188
P49720,Proteasome subunit beta type-3,PSMB3,565647,D26598,P49720,PSB3_HUMAN,,PSMB3,,GNC:9540,Human,DB00188
P28070,Proteasome subunit beta type-4,PSMB4,565651,D26600,P28070,PSB4_HUMAN,,PSMB4,,GNC:9541,Human,DB00188
P28072,Proteasome subunit beta type-6,PSMB6,558528,D29012,P28072,PSB6_HUMAN,,PSMB6,,GNC:9543,Human,DB00188
Q99436,Proteasome subunit beta type-7,PSMB7,1531533,D38048,Q99436,PSB7_HUMAN,,PSMB7,,GNC:9544,Human,DB00188
O67854,Transporter,snf,2982776,AE000657,O67854,O67854_AQUAE,,snf,,"",Aquifex aeolicus (strain VF5),DB00458; DB01151; DB01242
P0A0N4,HTH-type transcriptional regulator QacR,qacR,46660,X56628,P0A0N4,QACR_STAAU,,qacR,,"",Staphylococcus aureus,DB01123
P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,180933,M21575,P13073,COX41_HUMAN,,COX4I1,,GNC:2265,Human,DB02659
P00414,Cytochrome c oxidase subunit 3,MT-CO3,337189,J01415,P00414,COX3_HUMAN,,MT-CO3,,GNC:7422,Human,DB02659
P20674,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,695360,M22760,P20674,COX5A_HUMAN,,COX5A,,GNC:2267,Human,DB02659
P10606,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,,,P10606,COX5B_HUMAN,,,,,Human,DB02659
P09669,Cytochrome c oxidase subunit 6C,COX6C,1200057,X13238,P09669,COX6C_HUMAN,,COX6C,,GNC:2285,Human,DB02659
P24311,"Cytochrome c oxidase subunit 7B, mitochondrial",COX7B,30151,Z14244,P24311,COX7B_HUMAN,,COX7B,,GNC:2291,Human,DB02659
P15954,"Cytochrome c oxidase subunit 7C, mitochondrial",COX7C,30155,X16560,P15954,COX7C_HUMAN,,COX7C,,GNC:2292,Human,DB02659
P10176,"Cytochrome c oxidase subunit 8A, mitochondrial",COX8A,38614453,BC063025,P10176,COX8A_HUMAN,,COX8A,,GNC:2294,Human,DB02659
Q02221,"Cytochrome c oxidase subunit 6A2, mitochondrial",COX6A2,180946,M83308,Q02221,CX6A2_HUMAN,,COX6A2,,GNC:2279,Human,DB02659
P14854,Cytochrome c oxidase subunit 6B1,COX6B1,30295,X13923,P14854,CX6B1_HUMAN,,COX6B1,,GNC:2280,Human,DB02659
P24310,"Cytochrome c oxidase subunit 7A1, mitochondrial",COX7A1,181405,M83186,P24310,CX7A1_HUMAN,,COX7A1,,GNC:2287,Human,DB02659
P04054,Phospholipase A2,PLA2G1B,190013,M21054,P04054,PA21B_HUMAN,,PLA2G1B,,GNC:9030,Human,DB00795; DB02659; DB04552
Q7KZA3,Ferrochelatase,DKFZp686P18130,33096717,BX571744,Q7KZA3,Q7KZA3_HUMAN,,DKFZp686P18130,,GNC:3647,Human,DB02659
Q9H169,Stathmin-4,STMN4,12274941,AJ303455,Q9H169,STMN4_HUMAN,,STMN4,,GNC:16078,Human,DB01206
Q91RS4,NS3 protease,"",14150583,AF369229,Q91RS4,Q91RS4_9HEPC,,,,"",Hepatitis C virus,DB06290
Q9Y6F1,Poly [ADP-ribose] polymerase 3,PARP3,29788060,Y16836,Q9Y6F1,PARP3_HUMAN,,PARP3,,GNC:273,Human,DB09074
Q15067,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,495475,U07866,Q15067,ACOX1_HUMAN,,ACOX1,,GNC:119,Human,DB03147
P14920,D-amino-acid oxidase,DAO,30446,X13227,P14920,OXDA_HUMAN,,DAO,,GNC:2671,Human,DB03147; DB03793
P23458,Tyrosine-protein kinase JAK1,JAK1,,,P23458,JAK1_HUMAN,,,,,Human,DB08877; DB08895
Q89ZI2,O-GlcNAcase BT_4395,BT_4395,29337303,AE015928,Q89ZI2,OGA_BACTN,,,,"",Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482),DB00428
Q8DR59,Penicillin-binding protein 1A,pbpA,153767,M90527,Q8DR59,PBPA_STRR6,,pbpA,,"",Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00415; DB00438; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01000; DB01140; DB01331; DB01603; DB08795
P07948,Tyrosine-protein kinase Lyn,LYN,307144,M16038,P07948,LYN_HUMAN,,LYN,,GNC:6735,Human,DB06616; DB08901; DB09079
Q58L87,TetR family transcriptional repressor LfrR,lfrR,61104877,AY940437,Q58L87,Q58L87_MYCSM,,lfrR,,"",Mycobacterium smegmatis,DB01123
P78362,SRSF protein kinase 2,SRPK2,1857944,U88666,P78362,SRPK2_HUMAN,,SRPK2,,GNC:11306,Human,DB00173
Q7CRA4,Penicillin-binding protein 1b,pbp1b,15457529,AE007317,Q7CRA4,Q7CRA4_STRR6,,pbp1b,,"",Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01140; DB01331; DB01603; DB08795
P09848,Lactase-phlorizin hydrolase,LCT,34400,X07994,P09848,LPH_HUMAN,,LCT,,GNC:6530,Human,DB00126
B0Q840,Enoyl-[acyl-carrier-protein] reductase [NADH],fabI,167510825,ABKF01000027,B0Q840,B0Q840_BACAN,,fabI,,"",Bacillus anthracis str. A0193,DB08604
Q6GI75,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI,fabI,49240383,BX571856,Q6GI75,FABI_STAAR,,fabI,,"",Staphylococcus aureus (strain MRSA252),DB08604
P26447,Protein S100-A4,S100A4,179917,M80563,P26447,S10A4_HUMAN,,S100A4,,GNC:10494,Human,DB00831
Q13555,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CAMK2G,21707842,BC034044,Q13555,KCC2G_HUMAN,,CAMK2G,,GNC:1463,Human,DB06616
Q16558,Calcium-activated potassium channel subunit beta-1,KCNMB1,1326067,U25138,Q16558,KCMB1_HUMAN,,KCNMB1,,GNC:6285,Human,DB01110
Q9NPA1,Calcium-activated potassium channel subunit beta-3,KCNMB3,5880671,AF139471,Q9NPA1,KCMB3_HUMAN,,KCNMB3,,GNC:6287,Human,DB01110
Q86W47,Calcium-activated potassium channel subunit beta-4,KCNMB4,7799988,AF160967,Q86W47,KCMB4_HUMAN,,KCNMB4,,GNC:6289,Human,DB01110
Q92952,Small conductance calcium-activated potassium channel protein 1,KCNN1,1575661,U69883,Q92952,KCNN1_HUMAN,,KCNN1,,GNC:6290,Human,DB01110
